loan_id,customer_id,start_date,principal,interest_rate_annual,term_months,status,delinquency_bucket,npl_flag
L500406,C107179,10/02/2022,500.0,0.106,36,current ,0-30,0
L500407,C101181,2023-12-24,500.0,0.121,6,delinquent,31-60,0
L500408,C103460,2022-07-17,500.0,0.136,12,delinquent,61-90,1
L500409,C103997,2024-01-10,500.0,0.112,12,current,0-30,0
L500410,C101974,2024-09-14,500.0,0.117,24,paid_off,0-30,0
L500411,C105253,04/03/2023,500.0,0.155,36,current,0-30,0
L500412,,05/06/2024,500.0,0.163,48,paid_off,0-30,0
L500413,C101570,2023-06-29,500.0,0.124,24,paid_off,0-30,0
L500414,C105874,2024-06-01,500.0,0.097,36,current,0-30,0
L500415,C107516,2022-04-25,500.0,0.087,18,current,0-30,0
L500416,C105816,2023-09-28,500.0,0.11,24,paid_off,0-30,0
L500417,C102720,2024-06-19,500.0,0.111,36,paid_off,0-30,0
L500418,C106518,2023-11-11,500.0,0.102,18,current,0-30,0
L500419,C101739,17/01/2022,500.0,0.103,24,current,0-30,0
L500420,C107858,2024-09-29,500.0,0.101,12,delinquent,61-90,1
L500421,C102272,2024-02-27,500.0,0.12,6,paid_off,0-30 ,0
L500422,C106553,2023-04-24,500.0,0.164,36,delinquent,61-90,1
L500423,C107407,2022-06-06,500.0,-0.023,18,current,0-30,0
L500424,C107153,2022-04-24,500.0,0.161,6,delinquent,61-90,1
L500425,C104246,2022-06-08,500.0,0.118,24,current,0-30,0
L500426,C106654,2025-03-16,500.0,0.128,24,current,0-30,0
L500427,C103195,2023-04-07,500.0,0.141,36,current,0-30,0
L500428,C105488,08/03/2023,500.0,0.106,6,current,0-30,0
L500429,C105706,2024-10-14,500.0,0.163,12,current,0-30 ,0
L500430,C103727,2025-03-07,500.0,0.131,18,delinquent,31-60,0
L500431,C107181,2022-03-26,500.0,0.153,24,paid_off,0-30,0
L500432,C101648,2024-11-30,500.0,0.098,18,current,0-30,0
L500433,C105181,2024-01-10,500.0,0.099,24,paid_off,0-30,0
L500434,C106506,2023-04-28,500.0,0.104,6,paid_off,0-30,0
L500435,C102185,16/02/2022,500.0,0.109,12,current,0-30,0
L500436,C103695,2023-05-31,500.0,0.143,18,current,0-30,0
L500437,C103450,2022-09-27,500.0,0.097,12,paid_off,0-30,0
L500438,C101535,21/09/2025,500.0,0.093,18,paid_off,0-30,0
L500439,C100404,2022-08-22,500.0,0.097,12,current,0-30,0
L500440,C101678,2023-07-10,500.0,0.123,18,current,0-30,0
L500441,C105962,2023-11-17,500.0,0.165,24,current,0-30,0
L500442,C100559,2025-09-19,500.0,0.112,24,current,0-30,0
L500443,C107658,2022-07-21,500.0,0.101,18,current,0-30,0
L500444,C104889,2023-07-11,500.0,0.131,24,current,31-60,0
L500445,C104350,2024-07-03,500.0,0.169,12,current,0-30,0
L500446,C100658,2022-04-28,500.0,0.166,12,current,0-30,0
L500447,C101019,26/02/2025,500.0,0.109,18,current,0-30,0
L500448,C103483,2023-01-07,500.0,0.127,18,paid_off,0-30,0
L500449,C101804,2025-04-29,500.0,0.168,24,delinquent ,31-60,0
L500450,C100393,2022-01-29,500.0,0.133,24,current,0-30,0
L500451,C105107,2025-04-02,500.0,0.14,36,current,31-60,0
L500452,C107824,2022-01-17,500.0,0.145,48,delinquent,31-60,0
L500453,C103448,2022-01-26,500.0,0.146,18,default,charge-off,1
L500454,C105746,23/02/2025,500.0,0.127,18,current,31-60,0
L500455,C105197,2025-07-16,500.0,0.196,6,current,0-30,0
L500456,C103650,2022-11-24,500.0,,6,current,31-60,0
L500457,C106289,2024-10-18,500.0,0.101,36,delinquent,31-60,0
L500458,C106200,2025-01-17,500.0,0.141,6,current,0-30,0
L500459,C101367,2023-12-25,500.0,0.123,24,current,0-30,0
L500460,C106580,2023-06-01,500.0,0.092,24,delinquent,31-60,0
L500461,C103815,2022-10-02,500.0,0.16,24,current,0-30,0
L500462,C106694,2025-05-28,500.0,0.152,36,current,0-30,0
L500463,C107358,2024-12-23,500.0,0.114,12,current,0-30,0
L500464,C105900,2024-06-11,500.0,0.139,12,current,0-30,0
L500465,C101105,2024-07-24,500.0,0.119,24,current,0-30,0
L500466,C102488,27/03/2023,500.0,0.114,24,current,0-30,0
L500467,C104519,07/04/2025,500.0,0.102,12,PAID_OFF,0-30,0
L500468,C102708,2023-05-16,500.0,0.108,18,current,0-30,0
L500469,C105251,31/05/2023,500.0,0.153,12,paid_off,0-30,0
L500470,C105804,2024-03-24,500.0,0.135,18,current,31-60,0
L500471,C102070,19/08/2022,500.0,0.09,24,paid_off,0-30,0
L500472,C101189,2023-12-01,500.0,0.121,6,current,0-30,0
L500473,C106235,2023-05-18,500.0,0.12,36,current,0-30,0
L500474,C101956,2022-12-24,500.0,,6,current,0-30,0
L500475,C103312,2022-08-15,500.0,0.118,12, paid_off,0-30,0
L500476,C102281,10/04/2025,500.0,0.106,36,paid_off,0-30,0
L500477,C104597,26/10/2023,500.0,0.092,48,current,0-30,0
L500478,C103825,2025-04-14,500.0,0.113,36,current,0-30,0
L500479,C100462,2022-09-03,500.0,0.104,18,current,0-30,0
L500480,C101061,2022-12-15,500.0,0.136,6,default,charge-off,1
L500481,C100556,2025-02-22,500.0,0.138,6,current,0-30,0
L500482,C103621,2024-09-15,500.0,0.089,18,paid_off,0-30 ,0
L500483,C101224,2023-12-14,500.0,0.149,12,delinquent ,31-60,0
L500484,C105972,2025-01-18,500.0,0.121,12,current, 0-30,0
L500485,C105956,2025-05-11,500.0,0.111,24,current,0-30,0
L500486,C107686,2022-04-11,500.0,0.121,18,delinquent,31-60,0
L500487,C105574,2022-10-12,500.0,0.108,24,current,0-30,0
L500488,C102338,2023-12-21,500.0,0.099,12,current,0-30,0
L500489,C107733,26/01/2025,500.0,0.131,36,current,0-30,0
L500490,C103386,2023-05-12,500.0,0.131,12,paid_off,0-30,0
L500491,C102637,2022-07-04,500.0,0.16,12,current,0-30,0
L500492,C107066,24/07/2024,500.0,0.132,18,current,0-30,0
L500493,C106979,2025-02-19,500.0,0.143,24,paid_off,0-30,0
L500494,C106488,23/06/2024,500.0,0.099,12,current,0-30,0
L500495,C107318,2024-08-24,500.0,0.132,18,current,0-30,0
L500496,C107499,2024-11-22,500.0,0.062,36,current,0-30,0
L500497,C107525,2023-01-05,500.0,0.096,48,current,0-30,0
L500498,C100150,2023-11-02,500.0,0.077,36,current,0-30,0
L500499,C107643,2024-08-08,500.0,0.099,24,paid_off,0-30,0
L500500,C106432,2023-07-11,500.0,0.152,18,default,charge-off,1
L500501,C103211,2024-02-24,500.0,0.135,18,paid_off,0-30,0
L500502,C106342,2024-12-11,500.0,0.149,36,paid_off,0-30,0
L500503,C104074,22/03/2023,500.0,0.104,24,current,0-30,0
L500504,C106547,04/06/2022,500.0,0.104,12,current,0-30,0
L500505,C104981,2023-10-20,500.0,0.129,12,current,0-30,0
L500506,C107062,2025-04-28,500.0,0.158,18,current,0-30,0
L500507,C100779,2022-11-19,500.0,0.101,24,current,0-30,0
L500508,C101332,2023-05-07,500.0,0.086,12,current,0-30,0
L500509,C106502,2024-06-15,500.0,0.148,18,current,0-30,0
L500510,C107547,2023-10-03,500.0,0.094,12,current,31-60,0
L500511,C101251,2024-01-16,500.0,0.149,6,default,charge-off,1
L500512,C100722,2025-07-12,500.0,0.126,12,current,0-30,0
L500513,C105311,2024-06-27,500.0,0.106,12,default,>90,1
L500514,C107636,2023-08-04,500.0,0.089,12,delinquent,31-60,0
L500515,C106109,2025-06-27,500.0,0.138,18,current,0-30,0
L500516,C104648,2023-09-20,500.0,0.112,12,current,0-30,0
L500517,C107902,2022-04-26,500.0,0.114,24,default,>90,1
L500518,C106443,2023-06-24,500.0,0.1,24,paid_off,0-30,0
L500519,C104490,2022-05-04,500.0,0.119,36,default,charge-off,1
L500520,C102922,2022-03-09,500.0,0.129,6,paid_off,0-30 ,0
L500521,C103333,2024-08-04,500.0,0.05,18,current,0-30,0
L500522,C102018,2022-01-21,500.0,0.142,12,current,0-30,0
L500523,C101540,2022-04-15,500.0,0.152,36,default,>90,1
L500524,C100884,2022-02-27,500.0,0.131,12,default,>90,1
L500525,C107698,2022-08-16,500.0,0.122,36,default,>90,1
L500526,C107454,2022-08-06,500.0,0.138,36,current,0-30,0
L500527,C104673,2025-04-12,500.0,0.163,12,current,0-30,0
L500528,C106941,2024-05-17,500.0,0.096,18,current,0-30,0
L500529,C102913,2023-02-04,500.0,0.102,12,delinquent,61-90,1
L500530,C101814,2025-08-29,500.0,0.136,18,current,0-30,0
L500531,C102262,2024-05-11,500.0,0.149,36,current,0-30,0
L500532,C102260,2023-11-16,500.0,0.108,12,current,0-30,0
L500533,C104962,2025-05-20,500.0,0.108,12,current,0-30 ,0
L500534,C105889,2024-08-13,500.0,0.096,12,current, 0-30,0
L500535,C106633,09/01/2023,500.0,0.173,12,current,0-30,0
L500536,C104013,2022-02-07,500.0,,24,current,0-30,0
L500537,C105551,19/01/2024,500.0,0.138,12,paid_off,0-30,0
L500538,C100084,2023-03-05,500.0,0.12,6,current,0-30,0
L500539,C103624,2025-07-01,500.0,0.115,12,paid_off,0-30,0
L500540,C100712,2024-04-11,500.0,0.135,18,delinquent,61-90,1
L500541,C100703,29/11/2022,500.0,,36,current, 0-30,0
L500542,C102579,2024-01-11,500.0,0.108,24,default,charge-off,1
L500543,C101322,2024-11-05,500.0,0.101,6,CURRENT,0-30,0
L500544,C104028,2025-04-24,500.0,0.089,12,current,31-60,0
L500545,C105559,2023-12-07,500.0,0.152,6,paid_off,0-30,0
L500546,C107654,2023-08-20,500.0,0.132,6,paid_off,0-30,0
L500547,C102876,2024-05-01,500.0,0.125,18, current,0-30,0
L500548,C102166,2025-06-04,500.0,0.132,24,current,0-30,0
L500549,C107372,2022-06-26,500.0,0.153,36,delinquent,31-60,0
L500550,C102541,19/02/2022,500.0,0.109,12,current,31-60,0
L500551,C106818,2023-01-09,500.0,0.088,18,delinquent,61-90,1
L500552,C102016,2022-10-18,500.0,0.118,6,delinquent,61-90,1
L500553,C107371,2025-08-30,500.0,0.066,12,current,0-30,0
L500554,C100503,2025-08-13,500.0,0.159,6,current,0-30,0
L500555,C104298,2025-07-26,500.0,0.189,18,current,0-30,0
L500556,C104429,2023-03-11,500.0,0.092,6,paid_off,0-30,0
L500557,C102083,2024-01-12,500.0,0.093,24,current,0-30,0
L500558,C102298,2022-05-22,500.0,0.081,12,current,0-30,0
L500559,C107548,2023-12-02,500.0,0.094,12,default,charge-off,1
L500560,C100656,2022-12-08,500.0,0.15,24,paid_off,0-30,0
L500561,C105996,11/05/2023,500.0,0.156,18,current,0-30,0
L500562,C105326,16/09/2023,500.0,0.125,12,paid_off,0-30,0
L500563,C105672,2023-05-20,500.0,0.103,24,paid_off,0-30,0
L500564,C100963,2024-04-11,500.0,0.119,18,delinquent,61-90,1
L500565,C100741,2023-10-17,500.0,0.137,12,current,0-30,0
L500566,C101317,2025-07-15,500.0,0.102,12,current,0-30,0
L500567,C101132,2022-02-21,500.0,0.163,6,current,0-30,0
L500568,C105840,15/03/2024,500.0,0.112,24,paid_off,0-30,0
L500569,C104621,2025-08-02,500.0,0.145,24,current,0-30,0
L500570,C104058,26/09/2025,500.0,0.116,12,current,0-30,0
L500571,C102910,25/01/2025,500.0,0.187,24,current,0-30,0
L500572,C102444,2024-05-08,500.0,0.105,12,current,0-30,0
L500573,C104111,2022-10-12,500.0,0.151,36,current,0-30,0
L500574,C102999,2022-08-14,500.0,0.118,18,paid_off,0-30,0
L500575,C102584,2022-11-27,500.0,0.118,36,current,0-30,0
L500576,C102282,2023-06-06,500.0,-0.023,12,current,0-30,0
L500577,C101582,2025-09-27,500.0,0.103,12,current,31-60,0
L500578,C107354,2022-06-27,500.0,0.102,12,current,0-30,0
L500579,C104360,2023-09-24,500.0,0.118,36,current,0-30,0
L500580,C104762,2024-02-04,500.0,0.081,12,current,0-30,0
L500581,C103938,2022-03-20,500.0,0.143,18,delinquent,61-90,1
L500582,C103034,2024-07-05,500.0,0.142,24,paid_off,0-30,0
L500583,C101891,2025-09-03,500.0,0.142,12,current,0-30,0
L500584,C104760,2022-09-10,500.0,0.136,18, current,0-30,0
L500585,C100477,2023-07-10,500.0,0.099,18,current,0-30,0
L500586,C102035,2024-09-30,500.0,0.123,36,CURRENT,31-60,0
L500587,C106602,2023-11-12,500.0,0.123,36,current,0-30,0
L500588,C100236,22/11/2023,500.0,0.109,12,default,charge-off,1
L500589,C105973,2025-05-10,500.0,0.103,12,current,0-30,0
L500590,C107553,2022-12-24,500.0,0.131,24,current,0-30,0
L500591,C104512,19/04/2023,500.0,0.116,12,current,0-30,0
L500592,C105034,2024-02-14,500.0,0.082,36,delinquent,31-60,0
L500593,C106378,2023-05-11,500.0,0.082,18,CURRENT,0-30,0
L500594,C104587,28/09/2025,500.0,0.174,36,current,0-30,0
L500595,C106442,2024-04-01,500.0,0.118,12,default,>90,1
L500596,C103517,2024-07-20,500.0,0.132,18,current,0-30,0
L500597,C103064,2025-05-03,500.0,0.104,36,default,charge-off,1
L500598,C106834,2022-05-20,500.0,0.126,12,current,0-30,0
L500599,C107074,2023-09-11,500.0,0.106,36,current,0-30,0
L500600,C101945,2022-07-13,500.0,0.141,24,paid_off,0-30,0
L500601,C107677,2025-02-13,500.0,0.131,36,current,0-30,0
L500602,C106622,2024-07-24,500.0,,48,current,0-30,0
L500603,C105915,2024-02-04,500.0,0.109,24,current,0-30,0
L500604,C103059,2022-09-10,500.0,0.108,24,current,0-30,0
L500605,C104906,2022-11-03,500.0,0.094,12,current,0-30,0
L500606,C103307,2024-09-24,500.0,0.148,6,current,0-30,0
L500607,C107440,2024-02-14,500.0,0.099,24,current,0-30,0
L500608,C103313,2022-05-03,500.0,0.126,12,current,0-30,0
L500609,C101432,2024-03-01,500.0,0.055,18,paid_off,0-30,0
L500610,C107444,2022-12-12,500.0,0.14,48,current,0-30,0
L500611,C106517,11/05/2025,500.0,0.145,12,paid_off,0-30,0
L500612,C107628,2022-11-17,500.0,0.119,24,current,0-30,0
L500613,C104207,2023-05-04,500.0,0.163,12,current,0-30,0
L500614,C101182,2022-10-16,500.0,0.145,24,paid_off,0-30,0
L500615,C105955,2024-03-27,500.0,0.125,12,current,0-30,0
L500616,C101724,2022-02-02,500.0,0.152,24,current,0-30,0
L500617,C107896,2024-06-04,500.0,0.17,18,current,0-30,0
L500618,C101291,2024-04-09,500.0,0.174,12,current,0-30,0
L500619,C106779,30/12/2023,500.0,0.087,12,current,0-30,0
L500620,C103024,06/10/2023,500.0,0.087,18,paid_off,0-30,0
L500621,C107268,04/07/2024,500.0,0.086,12,paid_off,0-30,0
L500622,C105030,2025-07-13,500.0,0.131,24,default,charge-off,1
L500623,C103586,2025-08-06,500.0,0.106,24,paid_off,0-30,0
L500624,C101386,2022-07-13,500.0,0.135,24,default,charge-off,1
L500625,C106640,2023-11-14,500.0,0.073,24,paid_off,0-30,0
L500626,C105116,2023-02-10,500.0,0.094,24,delinquent,31-60,0
L500627,C107021,2024-07-22,500.0,0.086,18,current,0-30,0
L500628,C102456,2023-11-29,500.0,0.112,12,current,0-30,0
L500629,C105839,2025-05-05,500.0,0.117,18,paid_off,0-30,0
L500630,C107480,2022-01-14,500.0,0.068,12,current,0-30,0
L500631,C107563,2023-08-23,500.0,0.129,6,current,31-60,0
L500632,,27/07/2023,500.0,0.129,36,current,0-30,0
L500633,C104396,2022-09-30,500.0,0.108,18,current,0-30,0
L500634,C105640,26/08/2025,500.0,0.089,18,paid_off,0-30,0
L500635,C104017,2025-09-17,500.0,0.127,12,current,0-30,0
L500636,C103216,05/05/2025,500.0,0.11,12,current,0-30,0
L500637,C102885,29/09/2025,500.0,0.079,18,current,0-30,0
L500638,C103510,2025-08-30,500.0,0.178,36,paid_off,0-30,0
L500639,C105042,2023-11-15,500.0,0.14,18,current,0-30,0
L500640,C106670,2024-07-21,500.0,0.113,12,paid_off,0-30,0
L500641,C101930,2025-06-24,500.0,0.124,12,current,0-30,0
L500642,C105082,08/11/2023,500.0,0.148,18,current,0-30,0
L500643,C101350,2022-06-13,500.0,0.146,24,current,31-60,0
L500644,C104777,28/08/2022,500.0,0.049,12,paid_off,0-30,0
L500645,C104313,27/01/2023,500.0,,24,current,0-30,0
L500646,C102590,07/06/2025,500.0,0.103,24,current,0-30,0
L500647,C102595,10/09/2024,500.0,0.11,18,paid_off,0-30,0
L500648,C103702,2025-03-12,500.0,0.169,12,current,0-30,0
L500649,C101980,20/10/2024,500.0,0.1,6,PAID_OFF,0-30,0
L500650,C102095,2022-09-20,500.0,0.093,18,current,0-30,0
L500651,C106549,2022-08-18,500.0,0.115,12,paid_off,0-30,0
L500652,C107099,2025-01-16,500.0,,12,current,0-30,0
L500653,C107630,2022-01-15,500.0,0.082,12,paid_off,0-30,0
L500654,C104227,2022-11-04,500.0,0.111,36,current,0-30,0
L500655,C101243,2025-01-12,500.0,0.065,18,current,0-30,0
L500656,C100872,2024-07-24,500.0,0.109,12,paid_off,0-30,0
L500657,C105654,05/08/2022,500.0,0.111,6,current ,31-60,0
L500658,C102992,2022-05-24,500.0,0.072,18,delinquent,61-90,1
L500659,C101841,2022-03-29,500.0,0.146,48,current,0-30,0
L500660,C101094,2022-06-04,500.0,0.123,18,current,0-30,0
L500661,C102068,2024-11-06,500.0,0.112,24, paid_off,0-30,0
L500662,C103191,2023-08-09,500.0,0.098,18,current,0-30,0
L500663,C101140,2022-05-16,500.0,0.039,48,PAID_OFF,0-30,0
L500664,C104049,2023-04-25,500.0,0.147,12,current,0-30,0
L500665,C105171,2024-02-18,500.0,0.116,12,paid_off,0-30 ,0
L500666,C102629,2025-03-11,500.0,0.12,12,default,>90,1
L500667,C101192,2022-05-14,500.0,0.117,36,current,0-30,0
L500668,C105243,2025-09-27,500.0,0.093,36,default,>90,1
L500669,C103680,2022-07-13,500.0,0.081,36,current,0-30,0
L500670,C102038,2024-01-04,500.0,0.121,12,current,0-30,0
L500671,C102240,2023-09-13,500.0,0.115,18,current,0-30,0
L500672,C103170,27/05/2024,500.0,0.141,36,delinquent,31-60,0
L500673,C104718,2023-02-06,500.0,,36,current ,0-30,0
L500674,C103703,2023-05-05,500.0,0.131,6,paid_off,0-30,0
L500675,C104000,2024-10-31,500.0,0.09,36,delinquent ,31-60,0
L500676,C100245,2022-09-15,500.0,0.096,24, default,charge-off,1
L500677,C107035,2024-02-08,500.0,0.079,12,paid_off,0-30,0
L500678,C102445,14/09/2023,500.0,0.119,24,paid_off,0-30,0
L500679,C106001,26/10/2024,500.0,0.153,18,current,31-60,0
L500680,C102292,2022-11-10,500.0,0.107,24,current,0-30,0
L500681,C104253,2022-01-22,500.0,0.072,12,current,0-30,0
L500682,C101115,2024-08-07,500.0,0.129,48,delinquent, 31-60,0
L500683,C104499,2023-10-18,500.0,0.14,12,paid_off,0-30,0
L500684,C101918,2023-07-31,500.0,0.105,12,current,0-30,0
L500685,C102309,03/03/2022,500.0,0.091,24,current,0-30,0
L500686,C101441,2022-02-24,500.0,0.098,12,delinquent,61-90,1
L500687,C107874,2023-04-13,500.0,0.121,12,current,0-30,0
L500688,C106641,2025-04-10,500.0,0.15,18,current,0-30,0
L500689,C102529,24/02/2022,500.0,0.131,12,current,0-30,0
L500690,C105112,2022-06-15,500.0,0.109,36,current,0-30,0
L500691,C103576,2022-05-13,500.0,0.146,18,current,0-30,0
L500692,C106577,2023-11-07,500.0,0.205,18,current,0-30,0
L500693,C101137,2023-04-06,500.0,0.124,36,current,0-30,0
L500694,C107299,2023-06-30,500.0,0.1,12,current,0-30,0
L500695,C105695,2024-03-25,500.0,0.172,12,current,31-60,0
L500696,C105362,2022-05-30,500.0,0.099,12,current,0-30,0
L500697,C102347,2025-05-27,500.0,0.147,18,current,0-30,0
L500698,C101658,30/11/2023,500.0,0.077,18,default,>90,1
L500699,C105747,07/09/2024,500.0,0.135,12, current,0-30,0
L500700,C100654,2025-02-06,500.0,0.108,24,paid_off,0-30,0
L500701,C107850,2024-08-20,500.0,0.143,12,PAID_OFF,0-30,0
L500702,C107196,2023-12-03,500.0,0.131,18,default,charge-off,1
L500703,C104230,2025-07-07,500.0,0.169,12,paid_off,0-30,0
L500704,C107496,2025-04-18,500.0,0.111,12,paid_off,0-30,0
L500705,C102612,2024-03-18,500.0,0.103,36,current,0-30,0
L500706,C103940,2022-07-21,500.0,0.064,12,paid_off,0-30,0
L500707,C101421,2022-07-18,500.0,0.127,12,delinquent,31-60,0
L500708,C100050,2024-07-01,500.0,0.124,12,current,31-60,0
L500709,C100178,01/03/2023,500.0,0.114,18,paid_off,0-30,0
L500710,C107750,2025-01-07,500.0,0.156,6,default,>90,1
L500711,C104321,2022-07-09,500.0,0.188,12,paid_off,0-30,0
L500712,C102650,2023-03-04,500.0,0.103,36,paid_off,0-30,0
L500713,C105198,31/01/2022,500.0,0.073,12,current,0-30,0
L500714,C105709,2023-10-20,500.0,0.124,18,current,31-60,0
L500715,C101760,2022-05-13,500.0,0.142,24,current,31-60,0
L500716,C101444,2025-04-30,500.0,0.107,36,paid_off,0-30,0
L500717,C105693,2022-08-26,500.0,0.123,24,delinquent,61-90,1
L500718,C106160,2025-01-20,500.0,0.108,12,CURRENT,0-30,0
L500719,C106841,02/12/2024,500.0,0.157,48,delinquent,31-60,0
L500720,C106614,2022-11-12,500.0,0.122,12,current,0-30,0
L500721,C101543,2024-09-06,500.0,0.101,12,current,0-30,0
L500722,C103524,2022-05-09,500.0,0.103,18,current,0-30,0
L500723,C106948,2023-02-25,500.0,0.161,12,current,0-30,0
L500724,C107923,2025-01-04,500.0,0.158,24,current,31-60,0
L500725,C101205,2022-08-24,500.0,0.154,24,current,0-30,0
L500726,C104454,2023-02-06,500.0,0.072,24,paid_off,0-30,0
L500727,C100710,2022-05-19,500.0,0.149,6,paid_off,0-30,0
L500728,C106400,2025-08-18,500.0,0.146,6,current,0-30,0
L500729,C103434,2025-01-08,500.0,0.187,6,current,0-30,0
L500730,C102161,02/01/2023,500.0,0.101,18,current,0-30,0
L500731,C107960,04/02/2022,500.0,0.119,24,paid_off,0-30,0
L500732,C103178,2023-01-07,500.0,0.143,36,current,0-30,0
L500733,C102960,2024-03-12,500.0,0.12,12,current,0-30,0
L500734,C102503,2024-06-21,500.0,,6,current,0-30,0
L500735,C106491,2024-01-13,500.0,0.132,36,default,charge-off,1
L500736,C104532,22/11/2023,500.0,0.165,12,paid_off,0-30,0
L500737,C102284,2022-12-18,500.0,,36, current,0-30,0
L500738,C101195,2025-04-30,500.0,0.124,18,current,0-30,0
L500739,C101309,17/06/2022,500.0,0.117,36,paid_off,0-30,0
L500740,C103017,2022-09-09,500.0,0.138,12,current,0-30,0
L500741,C104991,22/08/2023,500.0,0.086,12,paid_off,0-30,0
L500742,C107475,2023-06-25,500.0,0.068,12,paid_off,0-30,0
L500743,C105313,2022-02-07,500.0,0.136,24,current,31-60,0
L500744,C101442,28/03/2022,500.0,0.157,12,current,0-30,0
L500745,C100070,2023-12-04,500.0,0.069,12,current,0-30,0
L500746,C105119,15/12/2024,500.0,0.102,36,current,0-30,0
L500747,C103343,2023-05-26,500.0,0.06,6,PAID_OFF,0-30,0
L500748,C100233,2023-04-03,500.0,0.139,36,current,0-30,0
L500749,C106851,06/03/2022,500.0,0.096,48,current,0-30,0
L500750,C105718,2023-10-11,500.0,0.163,12,current,0-30,0
L500751,C107610,2025-01-26,500.0,0.129,18,paid_off,0-30,0
L500752,C106720,23/12/2022,500.0,0.097,36,delinquent,61-90,1
L500753,C105662,2022-06-18,500.0,0.072,24,paid_off,0-30,0
L500754,C107285,2022-07-20,500.0,0.064,48,current,0-30,0
L500755,C103512,17/05/2025,500.0,0.169,12,current,0-30,0
L500756,C103783,26/08/2022,500.0,0.101,6,paid_off,0-30,0
L500757,C102084,2023-05-24,500.0,0.12,6,current,31-60,0
L500758,C102546,2023-06-20,500.0,,36,current,0-30,0
L500759,C105627,2024-09-01,500.0,0.122,12,current,0-30,0
L500760,C103990,2023-06-02,500.0,0.126,6,default,>90,1
L500761,C100494,2025-06-09,500.0,0.147,12,current,0-30,0
L500762,C106120,2022-05-31,500.0,0.118,36,paid_off,0-30,0
L500763,C106028,2022-07-10,500.0,0.085,36,current,0-30,0
L500764,C106130,2024-06-11,500.0,0.151,18,current,0-30,0
L500765,C106918,23/12/2023,500.0,0.104,24,current,0-30,0
L500766,C106221,2022-09-23,500.0,0.134,12,current,0-30,0
L500767,C103248,2023-10-06,500.0,0.092,6,current,0-30,0
L500768,C105755,30/11/2022,500.0,0.117,12,current,0-30,0
L500769,C104442,2022-06-04,500.0,0.102,18,current,0-30,0
L500770,C100102,2023-11-15,500.0,0.147,12,paid_off,0-30,0
L500771,C100209,2024-11-03,500.0,0.113,24,paid_off,0-30,0
L500772,C102365,2022-09-25,500.0,0.091,36, current,0-30,0
L500773,C105403,2024-12-16,601.68,0.092,36,CURRENT,0-30,0
L500774,C103142,2023-11-19,500.0,0.09,12,paid_off,0-30,0
L500775,C102362,2022-08-04,500.0,0.11,48,current,0-30,0
L500776,C105230,23/01/2022,500.0,0.114,12,current,0-30,0
L500777,C102098,2023-08-26,500.0,0.088,18,paid_off,0-30,0
L500778,C107071,2025-08-27,500.0,0.104,36,current,0-30,0
L500779,C105656,2023-07-24,500.0,0.106,48,paid_off,0-30,0
L500780,C101890,2024-09-22,500.0,0.109,18,current,0-30,0
